帐号,客户 ID,有消费天数,总消费,2021/4/1,2021/4/2,2021/4/3,2021/4/4,2021/4/5,2021/4/6,2021/4/7,2021/4/8,2021/4/9,2021/4/10,2021/4/11,2021/4/12,2021/4/13,2021/4/14,2021/4/15,2021/4/16,2021/4/17,2021/4/18,2021/4/19,2021/4/20,2021/4/21,2021/4/22,2021/4/23,2021/4/24,2021/4/25,2021/4/26,2021/4/27,2021/4/28,2021/4/29,2021/4/30
A -  zicxabook - 9car,8365567304,30,27203.69,1973.02,891.41,387.41,243.51,1246.79,946.74,447.43,286.99,246.28,322.33,299.58,262.72,265.35,801.82,504.45,97.87,52.03,19.27,1115.09,1656.6,2448.44,1719.68,1872.94,2471.05,2373.05,1531.33,984.62,1079.16,402.46,254.27
A - netmode - phuongtrinh,7529766624,22,11178.2,827.77,294.18,405.71,533.54,482.95,256.99,352.75,1015.96,701.86,789.55,668.68,493.46,3450.13,544.91,71.56,47.41,81.02,67.75,44.02,24.69,16.34,6.97,,,,,,,,
A- thoigian - baouc,7330376077,30,14539.82,480.56,604.82,942.34,1088.13,1338.29,1446.36,842.79,764.15,757.94,812.6,539.51,362.31,331.71,220.05,294.31,233.82,315.22,270.02,256.94,371.25,285.71,242.25,222.23,277.69,300.95,202.55,208.75,188.81,153.95,183.81
A【老客】张家港市大通机械有限公司,4683053690,30,10141.38,374.72,275.11,380.99,363.1,509.97,529.73,464.94,408.86,392.54,567.25,523.58,345.86,174.37,359.41,228.78,181.97,103.25,179.76,284.3,271.26,176.07,273.78,259.48,278.94,255.42,281.26,242.14,485.71,507.05,461.78
A【老客】张家港市新斯达机械有限公司,5145115391,30,6809.33,298.66,289.67,299.03,273.52,270.06,262.68,244.17,200.25,241.9,243.42,233.66,241.92,249.43,246.36,237.93,160.19,197.16,159.51,252.27,259.27,243.43,173.48,203.45,121.38,242.03,187.37,245.28,253.81,161.07,116.97
A【老客】浙江佑天元包装机械制造有限公司,7609387658,30,8142.96,294.5,153.85,137.89,112.82,150.46,157.02,192.26,157.21,206.43,137.76,189.62,186.82,200.31,409.7,382.9,341.44,357.24,328.62,301.84,383.75,460.56,357.66,295.08,304.47,212.63,362.44,357.64,377.47,361.04,271.53
A-19-8-16 备用 4 - tintuc- vietwrite,3629234644,29,16869.06,901.43,895.09,903.18,488.62,799.44,1381.84,784.13,541.12,278.59,225.82,242.55,508.83,358.71,679.79,963.09,1019.55,549.3,568.45,403.68,144.96,300.83,911.14,634,700.02,541.9,312.78,279.05,355.06,196.11,
A-19-8-16 备用2 - kruupdate,6598717205,25,18119.21,,,,,,463.29,323.41,577.08,311.99,395.45,793.55,825.5,1095.96,724.92,863.11,1199.97,848.56,671.19,891.81,577.41,742.42,951.6,763.67,1014.48,727.96,624.54,767.22,709.72,654.35,600.05
A-19-8-16 备用5 - vnmedia - giavang,8550388653,16,2487.08,156.92,209.5,225.41,219.43,256.54,213.88,206.05,205.86,177.11,94.04,109.43,105.13,88.45,86.55,98.21,34.57,,,,,,,,,,,,,,
A-2019-8-16 备用1 - hayko - tygia,5671954355,24,10069.97,576.38,548.29,572.02,332.94,362.12,659.39,300.52,482.55,593.36,279.78,322.31,1065.7,518.64,793.09,517.4,676.25,790.05,279.7,124.06,75.64,83.45,57.13,43.07,16.13,,,,,,
acconnector.com,1710024649,30,616.62,11.16,30.29,13.03,0,22.12,12.11,6.24,41.07,18.82,15.01,31.44,16.61,33.01,27.58,41.18,32.37,5.66,24.67,24.1,20.62,17.02,19.83,16.14,14.77,1.95,29.02,17.66,39.36,4.99,28.79
adasns.com官网推广-转,1749700601,30,2294.01,59.91,110.93,10.7,1.48,59.16,194.38,148.42,135.66,133.4,12.1,11.99,131.78,144.66,123.2,105.79,108.31,13.17,12.07,94.42,80.13,109.82,86.51,73.38,11.31,9.77,92.34,109.36,51.98,27.89,29.99
adfhypke(cz)yxgs(an dun),6417644213,12,1189.83,,,,,,,,,,,,,,,,,,,97.88,101.92,116.75,126.47,157.63,47.49,0,133.66,140.67,91.45,120.49,55.42
ADH,5488249554,30,30089.36,1006.51,746.83,571.69,549.35,1403.94,1363.29,1258.68,1181.99,1107.84,1156.4,1305.38,1087.92,1366.5,1251.76,1186.28,710.59,712.72,953.87,1352.07,1170.87,1085,613.99,1162.2,758.84,437.06,926.26,1007.94,891.7,936.31,825.58
AHALCLKJGFYXGS,7112666647,30,3949.01,135.76,135.82,132.76,130.03,142.21,137.48,137.26,138.34,129.29,128.7,137.08,136.93,139.24,140.62,135.81,135.12,125.2,121.37,124.22,131.8,135.68,133.4,137.48,119.59,110.89,142.55,120.85,135.85,120.51,117.17
AHHSLXCLYXGS(hong shu lin),6141326629,30,4234.93,181.1,88.49,57.56,79.94,120.45,203.26,271.36,147.92,141.72,124.83,150.27,257.93,149.93,131.42,181.1,135.22,90.14,63.82,149.65,198.98,93.94,184.29,112.41,96.81,126.1,129.94,130.81,172.9,163.51,99.13
ahjm ck,2639845966,5,1680.89,,,,,,,,,,,,,,,,,,,,,,,,,,146.89,326.45,449.3,400.47,357.78
AHJXGDJSYXGS,2790366825,30,22494.68,790.68,769.76,761.4,562.02,608.01,765.34,831.97,743.72,787.57,527.76,576.38,879.58,741.83,750.18,951.4,921.79,593.07,625.32,825.65,830.08,727.35,885,969.29,687.76,598.43,889.55,850.13,722.98,691.61,629.07
aitezhiyi123@gmail.com-simo,8175397900,30,1519.57,56.53,60.28,60.08,58.03,61.03,60.26,53.52,57.41,55.84,48.27,53.14,50.66,57.97,51.31,67.9,52.62,52.3,51.38,52.26,59.34,48.19,45.69,42.53,44.93,43.6,38.42,41.27,38.26,34.33,22.22
AJ,8107081398,9,36.2,0,0,,,,,,0,3.78,0,,23.32,9.1,,,0,,0,,,,,,,,,,,,
Akqyjt（sh）yxgs,2216119088,30,9337.6,340.48,279.28,239.21,196.94,377.32,417.98,352.18,328.57,345.49,286.77,239.36,333.41,335.55,324.28,324.86,317.45,301.24,257.52,326.06,312.83,305.89,297.91,352.65,364.79,258.84,348.61,305.69,329.47,302,234.97
alpapowder kf,2324232641,30,22625.04,619.06,521.04,430.55,393.17,525.36,804.05,633.08,657.85,818.16,456.26,330.56,619.67,848.34,846.15,922.85,826.99,423.61,408.61,795.03,1090.73,1069.33,882.16,2470.34,530.24,468.32,694.17,724.47,1043.18,836.86,934.85
A-Manteiv Group - vietwrite,1097813455,25,89076.46,5070.89,5596.86,5736.06,6315.16,6495.22,7573.19,5954.58,4637.62,4353.62,4424.54,4080.88,3230.1,1737.9,2232.01,2864.62,2408.66,1877.28,1774.4,1793.37,6737.53,1095.7,653.54,342.9,,,,,,1125.95,963.88
andymachinery,6194978170,30,7257.62,45.2,98.73,62.54,85.92,62.17,114.49,82.82,157.47,182.15,168.11,143.57,128.92,36.94,48.9,34.95,51.99,31.95,41.76,76.1,48.1,35.14,61.47,509.12,4050.02,156.47,146.99,124.07,140.03,157.98,173.55
Anviz,6903576342,30,73543.46,2953.87,2595.26,3615.96,1854.43,5666.26,5273.82,3292.63,5868.34,3606.42,2209.09,2162.86,2540.59,2807.92,2699.89,2531.84,1924.74,603.11,324.26,2542.55,2423.18,2377.51,2244.61,2050.36,338.53,297.83,1551.73,1515.44,1346.21,2268.49,2055.73
aplztgjwxyxgs(ao pu luo),1192536376,30,4554,102.38,127.72,66.6,78.56,46.22,75.97,130.98,93.12,100.65,59.31,42.93,59.89,87,88.34,122.23,322.22,281.28,123.97,222.72,236.94,365.57,180.37,175.88,63.09,155.43,206.36,211.77,292.68,306.02,127.8
A-pubgrank - baosongngu,4491386071,18,11524.04,,,,,1970.67,1515.22,317.38,218.14,252.43,241.79,166.27,174.71,256.79,504.04,1577.5,1211.16,845.39,434.11,406.88,507.51,626.53,297.52,,,,,,,,
arielhsu,7371315995,13,6477.56,,,,,,,,,,,,,,,,670.47,,,566.99,1042.49,1242.39,1604.71,207.31,62.01,146.36,357.3,129.56,156.07,156.1,135.8
artluna,4555510827,30,3280.27,81.37,111.57,99.44,148.66,144.77,123.6,96.78,92.23,104,124.38,153.35,109.6,101.91,100.49,132.47,125.87,137.47,126.92,89.39,101.79,98.2,115.41,110.79,104.05,110.13,106.55,105.9,77.92,74.7,70.56
arvin-曹雪莲-3D,4388892627,30,2964.45,100.55,85.79,77.69,97.94,97.84,94.29,97.38,92.89,75.76,83.31,89.38,89.79,65.34,72.83,79.37,120.16,97.32,84.21,96.4,91.85,94.95,98.02,94.94,111.74,115.4,151.97,125.54,117.23,143.7,120.87
arvin-陈伟腾-cpa1,1021538733,30,7297.24,264.19,259.47,259.5,252.91,253.76,252.21,255.05,245.92,240.9,240.02,244.38,244.37,242.42,242.24,240.78,240.68,237.58,243.61,243.83,231.89,238.59,232.29,177.96,196.53,217.94,328.08,284.11,273.45,240.81,171.77
arvin-所有品项-sdsrm-led-view,3777299600,30,28915.1,979.46,1034.09,1108.93,1033.71,1039.58,1062.71,1044.1,858.16,858.6,983.45,991.43,962.19,943.62,1017.28,1001.99,1013.19,972.29,1089.18,959.57,902.04,907.78,869.66,882.79,847.3,901.84,966.96,941.8,965.62,920.53,855.25
arvin-所有品项-sdsrm-ods-view,8563446347,30,19560.3,646.97,715.01,741.13,787.88,742.57,765.18,741.64,764.87,730.46,697.29,686.05,677.42,679.57,647.13,702.38,678.21,691.79,663.33,625.33,590.91,476.59,500.38,482.24,544.2,566.81,579.99,600.04,621.58,692.95,520.4
arvin-所有品项-sds-view-max,4758717319,30,7892.7,247.02,300.35,310.94,291.57,289.9,305.84,299.76,269.29,252.48,257.09,259.92,270.88,267.8,252.49,265.47,256.43,256.99,258.11,272.48,244.38,244.93,224.21,231.4,232.32,272.66,257.27,252.5,269.32,244.43,234.47
arvin-邹琦-Smartphone,8808521798,30,6356.09,182.85,178.23,271.31,211.93,211.45,224.13,222.84,197.76,265.42,244.68,230.65,199.96,196.35,299.68,233.1,229.41,221.81,206.32,216.71,150.5,160.4,159.85,250.95,218.34,227.09,210.7,149.83,204.56,158.44,220.84
ast20.5.18,7234790005,30,5366.2,224.77,124.74,71.15,37.68,213.52,297.14,225.99,236.04,180.11,104.58,59.62,231.48,245.59,235.12,224.48,197.57,118.21,92.08,206.87,224.18,225.92,194.6,190.26,130.26,80.14,221.9,181.85,209.15,216.09,165.11
atzg,7867423086,30,4040.32,190.19,109.45,142.97,159.98,168.46,176.01,153.09,183.69,148.48,113.28,81.25,121.93,161.84,118.91,132.2,95.95,68.1,117.86,160.94,147.65,166.83,134.07,91.35,95.08,105.71,118,129.53,202.11,148.26,97.15
B【老客】瑞莱伯【重点：大线 +5gallon】,8658968613,26,6539.57,1189.07,440.43,,,,,0,954.4,327.9,442.2,463.96,469.19,272.2,142.51,86,128.24,47.5,43.81,77.16,51.79,132.7,74.14,107.69,89.86,46.11,138.96,282.2,330.03,121.08,80.44
B【老客】深圳华融电子科技有限公司,6130415125,30,3923.21,104.31,140.88,148.61,142.63,132.98,212.75,173.02,105.17,184.65,72.29,111.51,114.9,122.46,114.56,126.83,103.6,108.93,130.57,142.35,189.62,184.58,109.5,111.72,86.73,78.63,143.35,105.29,122.61,144.37,153.81
B【老客】深圳市恒达快捷科技有限公司,1835176788,30,4583.99,57.31,160,92.93,88.63,171.12,237.35,144.21,164.55,98.35,125.94,61.49,91.8,62.29,211.05,220.7,233.28,162,118.07,106.96,196.4,179.86,243.5,154.07,291.34,99.64,104.54,137.82,296.74,137.93,134.12
B【老客】苏州天之骄精密机械有限公司,4273793278,30,2705.45,93.28,80.96,70.07,96.56,96.15,98.58,87.16,109.26,86.12,80.78,87.26,92.82,76.09,85.42,79.33,106.88,88.95,89.67,74.16,94.63,86,117.16,63.48,76.91,82.9,82.68,99.38,221.75,50.28,50.78
BBLJSHBKJYXGS,5211218833,16,2769.32,195.58,174.76,149.72,169,258.48,243,267.99,244.74,76.61,,,,,,,,,,,,,,,68.25,99.6,227.2,143.21,197.61,133.71,119.86
bearingcage-0921,1435469837,30,671.18,35.88,14.8,19.31,19.65,23.83,38,14.49,22.6,26.87,13.81,16.57,34.32,26.87,26.85,38.54,14.53,11.48,25.98,32.1,23.84,17.32,26.49,14.99,23.68,5.98,11.71,35.84,6,31.17,17.68
beiben,9048403040,30,2027.68,68.65,68.12,69.86,49.89,77.16,74.16,79.73,79.03,67.83,62.43,58.08,70.21,67.37,79.32,70.41,74.04,60.94,68.22,72.61,65.88,70.24,63.9,64.63,47.61,71.4,65.39,70.44,71.99,53.29,64.85
bestpcbs.com,7657172007,1,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
Best成,5232133896,1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
bhdjue9@gmail.com,6689517037,21,18900,845.79,1060.1,,,,19.72,972.84,1031.79,1012.9,,,848.48,942.36,1066.55,898.59,1114.06,,,825.55,981.39,965.28,1072.87,1047.02,,,827.09,949.79,809.41,854.7,753.72
Big goal,2071164054,10,3760.02,,,,,,,,,,,,,,,,,,,174.64,627.58,315.62,486.2,399.72,407.16,640.01,420.16,266.97,21.96,,
bjjthl-捷泰,7500082580,30,1846.67,23.63,29.15,4.8,11.7,19.99,9.58,16.31,82.18,53.12,68.96,69.31,68.43,25.21,67.34,30.81,88.86,66.45,77.25,94.92,104.59,70.51,97.74,89.51,65.75,45.15,86.16,80.12,126.89,126.56,45.69
blfyzzpryxgs(bo luo fy),3231946162,30,911.99,31.2,32.59,32.81,30.34,31.45,38.57,31.24,31.69,31.19,29.58,31.91,31.9,31.24,31.81,30.84,29.56,32.44,28.86,30.14,27.23,30,28.88,30.92,29.38,30.24,30.47,29.62,27.52,26.28,22.09
BPSW,5976085272,30,5339.47,205.43,136.97,91.87,50.36,165.46,135.35,163.8,211.04,194.6,133.17,46,228.56,222.63,204.27,216.14,194.4,112.31,40.03,193.42,201.98,296.39,145.45,233.58,142.92,109.04,170.49,377.62,263.76,244.31,208.12
Brand-Search-mobile4-东南亚,9640143396,30,1505.79,48.57,48.58,54.91,61.55,55.92,48.7,54.53,51.72,53.68,39.86,44.22,41.58,63.96,44.02,50.49,56.17,61.09,48.82,49.39,53.07,42.03,38.38,48.18,40.97,44.59,46.99,47.38,55.79,59.24,51.41
Brand-Search-PC（小语种）,6285021174,30,18935.98,567.57,415.11,396.15,432.8,486.61,519,547.52,488.78,426.35,418.75,443.85,635.79,756.94,793.15,706.31,763.34,621.73,596.99,1442.62,729.77,734.95,683.58,620.56,591.27,532.6,755.86,804.79,628.39,736.46,658.39
Brand-Search-竞对,6077701870,30,4629.52,134.17,134.42,219.94,189.46,186.73,181.85,184.31,109.52,118.46,101.17,127.44,182.19,248.78,208.6,152.76,134.86,120.82,160.37,157.61,145.24,120.42,121.64,167.42,151.18,180.51,159.74,148.43,120.2,119.79,141.49
brhsxcl-geo-new,1001259944,30,6337.26,209.7,190.36,191.23,204.4,238.27,203.4,236.59,220.39,233.21,191,227.02,219.19,233.66,257.25,269.9,213.66,174.7,171.71,305.82,188.35,192.3,177.75,179.18,194.77,153.59,217.24,218.24,239.64,212.52,172.22
buycnc.com,5734034205,30,2972.24,71.53,101.28,114.46,87.79,80.94,120.98,93.06,66.52,117.11,103.24,103.21,72.75,85.86,124.99,120.41,94.02,111.79,105.24,111.6,81.85,83.32,107.88,108.52,89.01,77.02,126.63,85.36,143.8,88.88,93.19
bzdyjx co.,5952204566,30,2917.65,158.03,46,131.99,49.32,106.87,99.04,125.6,77.31,61.78,61.21,144.19,106.19,47,95.19,92.23,142.59,88.16,47.88,63.01,86.25,112.63,140.85,149.86,77.93,120.09,181.71,102.42,23.03,126.36,52.93
C【老客】佛山市兆腾陶瓷有限公司,5123887180,30,6817.24,190.75,103.79,154.81,107.67,68.39,209.63,229.07,142.42,56.2,140.76,205.03,190.21,185.61,165.08,137.29,88.23,110.32,110.94,290.61,373,379.75,361.12,429.05,364.64,411.69,315.5,319.97,318.85,374.74,282.12
C【老客】温州市双嘉机械有限公司【已通知续约0125】】,8984237598,5,4.26,,,,,,,2.84,0.4,,,,,,,,,0.83,0.12,,,,0.07,,,,,,,,
capturetech.com,4300357948,1,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
ccxcy co.,8532594345,30,16706.11,590.39,580.65,604.36,582.66,618.6,624.15,579,603.6,572.67,569.7,573.66,607.9,587.12,586.04,568.54,539.8,552.06,563.82,559.41,584.05,533.02,553.17,526.81,521.16,502.5,511.31,516.99,517.21,487.75,388.01
ccyp-new-l2,5153212407,23,3935.09,94.29,151.22,76.69,128.52,98.16,212.68,189.35,156.31,298.81,113.72,96.28,151.86,243.16,254.7,269.91,219.46,139.79,147.45,289.48,174.02,225.1,50.55,,,,,,,,153.58
chaoda,7985742345,30,2110.89,0,0,0,0,7.33,0,9.82,167.59,199.81,149.05,106.44,98.46,91.28,71.03,74.82,67.74,35.83,57.46,159.44,85.66,103.29,114.16,40.71,48.59,32.72,96.85,120.13,72.87,68.78,31.03
china-alfa.com,8320969560,8,0.15,0.1,0,0,0,0.03,0.02,,0,0,,,,,,,,,,,,,,,,,,,,,
chinatruck,3154618623,30,2428.54,77.88,73.57,77.83,79.83,63.7,108.84,63.58,96.22,57.81,95.17,115.61,65.54,69.3,75.78,67.35,67.49,107.87,83.5,97.7,110.87,98.17,65.01,96.08,83.64,49.36,72.66,79.82,72.21,62.64,93.51
CHSFZXYYXGS,3316346145,15,1271.75,,,,,,,,,,,,,,,,0,14.83,43.29,85.99,90.86,82.6,105.77,115.43,106.64,112.77,116.75,103.78,91.88,107.88,93.28
chuangli,9569035078,24,1493.1,51.26,25.26,31.32,27.62,43.86,34.95,29.82,49.16,,,,,,0,79.77,105.32,77.76,67.28,94.72,67.76,84.8,73.35,116.7,177.18,24.65,39.72,72.32,70.36,48.16,
cjgs,2254640362,30,2810.17,85.16,48.19,51.23,98.69,85.97,120.17,101.22,95.96,109.29,52.6,94.85,105.75,103.89,95.65,52.29,71.2,70.29,38.82,199.03,191.57,147.29,145.92,76.26,43.1,42,77.24,91.23,127.17,132.43,55.71
construction,4213753204,30,2435.92,87.2,82.23,80.55,77.69,85.68,88.49,80.1,82.65,89.08,84.34,79.54,81.04,87.41,72.78,85.48,77.57,81.71,90.34,86.93,84.23,79.7,78.1,78.06,77.25,72.91,82.64,83.27,76.09,71.87,70.99
cornerharajuku.com-买取,1215275796,30,22756.48,712.15,716.1,719.18,712.63,747.81,731.73,738.22,717.04,716.72,716.62,707.99,753.26,722.7,717.22,716.48,709.54,708.05,699.68,727.88,723.18,719.48,695.68,706.25,679.74,682.49,1025,1039.26,994.95,970.44,829.01
CozyHoliv,8544492531,14,714.11,160.31,0,0,0.04,0.25,0.01,127.29,255.47,90.38,,,,,,,,,,,,,,,,,0,21.03,23.67,29.42,6.24
cpdlgjljt-Coupler-l2,5711472644,30,4080.01,173.78,58.5,84.84,44.11,116.7,141.81,184.74,189.23,151.65,86.68,52.32,116.77,170.57,161.96,241.79,134.73,43,38.59,148.73,300.12,165.02,203.64,116.15,81.36,81.05,83.29,131.93,155.94,227.17,193.84
cpxld,1875737858,13,2099.39,193.63,127.94,132.44,144.68,149.69,203.97,185.12,106.36,,,,,,,,,,,,,,,,,,79.65,91.45,179.58,260.64,244.24
cqx,2804464984,30,1348.77,36.78,38.7,19.2,30.69,45.6,44.49,44.19,41.33,45.37,29.4,34.22,48.71,53.81,49.18,37.86,38.76,42.13,42.32,42.29,37.79,65.88,63.3,56.39,39.83,56.19,56.16,74.04,64.61,31.11,38.44
CSSDSFLYXGS,5695955237,30,1162.19,50.41,27.96,12.83,16.56,48.36,59.27,25.31,64.12,37.71,50.71,5.96,44.74,50.9,34.54,56.84,39.51,19.92,11.86,43.04,45.08,66.2,30.33,28.63,21.02,24.39,31.55,62.74,61.92,45.22,44.56
CSSFLWFBJXYXGS(fei),3932668985,30,2563.63,90.31,82.97,62.03,79.01,55.37,81.78,122.2,95.78,120.51,75.16,48.07,134.3,68.7,106.91,90.93,76.81,100.91,52.61,78.31,101.79,108.71,105.42,81.72,77.75,88.93,89.49,93.94,80.02,66.71,46.48
curtarra.com-New Account,5181521019,30,177246.63,4773.89,5945.01,5198.14,4950.37,5995.79,6104.67,7040.7,6284.7,4397.12,5993.29,7825.49,5722.41,4922.53,4076.24,4523.67,4511.66,4661.16,7114.06,6962.58,7060.19,5415.18,6643.83,6630.25,6869.63,8217.78,6651.13,6535.73,5414.48,4323.02,6481.93
cxdq20,6851344384,15,5030.99,100.4,,,,,,0.04,,,,,,,0,0,0,,,,,0,0,32.31,387.8,424.11,764.31,898.58,694.9,807.86,920.68
cywj co.-jm,9375937258,30,4044.43,81.08,82.35,130.31,95.14,73.4,118.55,77.13,62.07,80.51,104.66,97.2,121.66,200.04,163.44,161.05,168.75,166.13,165.08,166.23,162.89,160.9,172.32,154.8,153.99,159.4,156.79,171.61,147.65,160.78,128.52
czayfzpyxgs(ao yang),2157826113,29,6097.96,201.91,208.88,171.77,152.07,222.65,155.42,87.24,71.53,61.77,23.89,,7.72,0,354.19,399.89,403.14,347.69,323.47,395.78,406.59,320.61,206.41,214.16,207.12,202.93,215.02,196.07,190.61,185.45,163.98
CZBLDQYXGS,4721942398,30,4385.76,148.69,169.88,136.11,132.84,180.43,138.83,179.49,171.68,147.49,117.53,141.49,148.56,135.36,93.72,181.3,158.59,136.37,156.65,154.51,168.27,145.62,145.62,128.46,95,118.8,171.49,153.73,152.14,153.23,123.88
CZBWDYY（bwd）,7191177099,9,941.6,,,,,,,,,,,,,,,,,,,,,,4.94,141.65,77.07,82.26,179.46,138.18,110.34,137.9,69.8
czdyny（daye）,7938675833,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
czfkfzyxgs(fan kai),7693104780,30,914.46,40.6,34.97,25.23,34.74,34,25.67,61.69,48.49,28.23,70.9,17.44,51.1,49.31,22.06,48.5,45.39,5.87,6,8.87,22.95,31.74,37.56,22.57,31.75,5.46,37.17,17.14,24.14,13.42,11.5
CZGRDYLJXYXGS(gred),8203525829,3,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CZHMOLGJMYYXGS,5963689188,22,659.98,21.06,6.76,,,17.01,33.33,8.67,34.95,34.69,,,17.8,32.69,46.81,35.71,52.84,,,23.32,53.11,25.15,45.31,42.79,,,28.67,38.99,22.42,32.02,5.88
CZJYXXCLKJYXGS(jia yi xin xing),3500678378,30,2257.34,31.69,34.16,107.53,102.08,128.5,44.3,49.96,15.46,40.18,44.39,29.32,177.93,187.36,90.52,55.99,23.25,73.65,38.34,126.23,119.59,63.29,70.13,84.87,23.34,5.59,70.47,42.96,164.57,123.12,88.57
czkldzyxgs(kai lian),3985976797,5,3.53,,,,,,,0.48,,,,,,0.74,,,,1.08,,,,,1.05,0.18,,,,,,,
czklwskkjyxgj(ke le wei),5773436815,30,54.63,0,0,0,0,5,4.12,0,9.13,0,4.85,4.92,4.92,0,4.06,0,0,2.94,0,0,0,0,0,9.82,0,0,0,4.87,0,0,0
czktwdzgfyxgs(ke te wa),7663698235,30,5447.62,110.82,128.62,35.23,51.26,91.11,112.99,175.32,217.41,178.88,169.54,77.29,236.15,230.39,229.36,188.83,248.77,126.91,104.25,235.53,282.53,298.45,217.19,238.06,94.52,58.38,238.5,255.69,216.35,331.24,268.05
czmngjmyyxgs(meng na),4543312125,30,9699.78,340.11,264.87,289.38,217.38,392.61,419.8,407.69,411.32,384.47,260.29,225.03,486.37,407.52,442.33,419.18,251.58,234.24,247.16,287,235.76,332.96,415.12,287.94,201.91,214.37,289.04,366.17,389.62,313.18,265.38
czpcdzyxgs(pu chen),8036503768,30,2060.89,40.38,72.79,42.06,37.83,30.21,19.81,57.21,75.62,105.28,76.55,86.01,100.74,88.87,125.04,75.17,108.64,78.46,70.57,83.38,102.57,63.05,88.78,58.32,50.87,40.71,61.58,69.47,58.74,47.06,45.12
czsclcwypyxgs(chao lun),5017731297,30,2423.1,114.16,76.59,74.92,38.75,80.25,108.82,83.6,68.39,56.89,57.87,54.01,102.91,95.12,128.51,80.94,81.56,67.25,82.19,61.16,145.45,98.52,73.53,83.7,60.47,47.1,47.17,96.66,76.3,100.56,79.75
CZSHDMBZJXYXGS,1493186587,30,1523.22,57.64,55.89,54.76,51.49,57.42,57.31,60.78,53.78,56.65,55.82,51.45,59.17,51.11,54.88,51.3,51.16,47.52,53.87,48.18,51.01,47.41,49.11,54.43,45.47,43.3,46.36,41.73,40.28,42.04,31.9
CZSJBSJCKYXGS(ji bu),3832151113,30,5580.44,128.49,163.37,101.18,111.9,170.95,231.62,225.01,224.32,204.48,155.11,150.96,308.86,162.96,201.33,298.57,203.13,115.45,133.64,198.26,195.85,208.87,221.28,178.57,167.56,140.54,211.67,181.87,202.83,202.94,178.87
CZSKDZWYXGS,9530121444,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZSLQGDGCYXGS,6091981900,30,3121.62,114.24,87.93,85.87,74.59,93.13,126.81,153.38,133.78,178.01,73.57,54.78,101.16,138.64,93.19,123.65,100.08,60.91,77.87,92.96,149.03,122.62,99,157.79,98.1,37.39,78.11,119.35,148.25,84.79,62.64
CZSTDYLQXYXGS(si tan),3612825201,30,2832.76,136.05,90.73,97.81,75.23,132.8,100.17,88.43,91.79,109.51,84.23,70.13,108.86,88.41,88.8,95.71,86.01,71.64,71.51,100.12,105.98,80.09,94.98,112.44,107.79,75.04,119.07,82.92,89.48,100.1,76.93
CZSWSGJMYYXGS(wei shi),6835233431,30,3692.96,134.73,115.52,123.71,96,153.16,135.44,118.82,131.83,131.45,131.74,116.96,132.57,127.24,124.73,125.1,128.94,125.97,119.63,130.04,124.37,135.42,113.62,118.96,95.65,107.3,114.52,146.7,124.51,130.95,77.38
CZSYBSYYXGS(yong bang),9587947337,22,2754.92,169.42,75.14,,,92.87,143.48,81.34,176.03,132.88,,,91.9,147.39,130.13,153.46,151.11,,,170.15,162.8,103.15,97.82,123.87,,,77.56,94.23,116.96,166.46,96.77
CZSZCZMQCC,2140224797,30,2558.3,83.96,82.91,50.5,54.13,83.55,83.19,84.76,82,85.09,49.46,52.89,83.54,75.53,106.27,102.58,101.09,80.49,83.76,107.87,107.1,102.97,97.76,100.05,81.39,74.19,101.47,95.2,92.02,90.72,81.86
CZTCXCLKJYXGS(tian chang),2123704345,30,2326,70.11,82.78,78.25,57.27,71.3,88.28,96.37,69.9,86.84,74.7,51.94,106.61,116.64,77.86,70.66,65.71,64.76,51.25,89.8,73.24,74.65,71.21,79.09,65.89,63.95,91.45,79,74.47,84.6,97.42
czxrylkjyxgs(xing rong),7466803390,30,1668.54,47.4,66.28,47.76,43.7,63.32,61.47,64.06,53.74,53.42,41.58,18.29,69.15,64.72,55.89,54.74,34.71,22.96,6.51,69.63,47.29,72.09,60.92,48.08,35.93,33.11,88.59,43.36,39,68.23,192.61
czydfzpyxgs(yao dong),5800879139,30,6080,209.83,204.96,215.02,204.52,209.19,213.65,205.9,211.33,200.34,211.99,199.91,211.9,207.87,212.79,204.75,199.91,195.71,145.57,220.36,230.39,219.43,202.37,201.82,97.66,94.22,248.49,259.35,222.47,259.87,158.43
CZYHHCYXGS,8523886076,30,3043.58,109.72,106.19,25.75,48.07,62.78,120.05,148.11,177.13,123.11,74.67,82.55,95.39,160,116.16,123.64,120.53,86.08,63.09,124.32,119.93,101.91,106.92,104.38,97.7,79.83,103.74,92.62,97.88,85.8,85.53
czypsdqkjyxgs(you pai si),2600742129,30,4256,146.59,148.27,104.3,106.73,210.63,169.27,162.19,153.32,149.32,151.53,80.26,152.15,150.84,151.84,149.73,154.04,82.25,143.59,164.6,153.17,150.01,147.32,147.1,117.74,124.25,142.52,146.56,144.67,131.89,119.32
